barcode,length,width,height
6922105465581,39.0,7.0,30.0
6922105465949,31.0,3.0,3.0
6922105557712,7.5,7.5,6.5
6922105622021,26.0,15.0,15.0
6922105811593,6.0,6.0,6.0
6922105842733,18.5,18.5,18.5
6922105849220,24.5,24.5,16.0
6922105930393,19.0,19.0,4.0
6922105991578,21.0,7.0,5.0
6922106050540,17.5,11.0,17.0
6922106074829,4.0,4.0,4.0
6922106157430,26.0,6.0,22.0
6922106183217,49.0,9.0,26.0
6922106248763,42.5,16.0,24.0
6922106258236,39.5,6.0,30.5
6922106268235,67.0,22.0,22.0
6922106333209,17.0,7.3,11.5
6922106608925,30.0,6.0,22.0
6922106617644,31.0,21.0,5.0
6922106739162,27.0,15.0,11.0
6922107403284,75.5,9.5,6.0
6922107443624,25.5,17.5,5.5
6922107474642,14.0,2.2,23.2
6922107500020,13.5,13.5,21.0
6922107500945,28.0,6.0,21.0
6922107542082,12.0,12.0,11.5
6922107542952,10.8,10.5,11.0
6922107623958,27.0,20.5,3.2
6922107624580,16.5,11.5,4.0
6922107688155,29.5,18.0,52.0
6922107742277,28.0,5.5,23.0
6922108090131,70.0,15.0,5.0
6922108164474,54.0,12.5,4.0
6922108175500,20.0,11.5,9.0
6922108298087,22.0,22.0,6.5
6922108333276,28.0,24.5,4.0
6922108386821,16.0,10.0,5.0
6922108389266,13.0,10.0,12.0
6922108509060,13.5,7.5,13.5
6922108564489,32.5,7.0,25.5
6922108586986,37.0,10.5,21.5
6922108630276,30.0,10.0,3.0
6922108637718,20.5,4.2,6.0
6922108665162,17.0,4.0,27.0
6922108681551,30.0,22.5,1.5
6922108682275,30.0,22.5,1.5
6922108831123,28.5,3.0,21.2
6922108844024,25.0,6.0,18.5
6922108855099,32.0,22.0,5.0
6922108868464,5.0,5.0,2.5
6922108909617,13.0,5.6,23.5
6922108982252,35.0,24.0,3.5
6922109031058,20.0,18.0,9.0
6922109248388,27.0,9.0,13.0
6922109250534,21.0,21.0,1.5
6922109262612,42.0,11.5,31.0
6922109281422,40.0,8.2,28.0
6922109360271,41.5,28.0,2.0
6922109382495,31.5,8.5,29.0
6922109499629,7.0,4.5,4.0
6922109547542,38.5,10.5,11.0
6922109547993,19.0,11.0,11.0
6922109548624,19.0,20.5,11.0
6922109549614,19.0,10.5,11.0
6922109763164,23.5,11.5,28.0
6922109792096,15.0,12.0,9.5
6922109889291,27.0,7.0,29.0
6922109938173,32.0,21.0,22.0
6922109983241,42.0,7.0,27.5
6922146053815,21.5,15.0,2.0
6922154381337,74.0,19.0,5.0
6922161948448,27.0,6.0,26.5
6922167681622,26.5,11.0,26.5
6922170926574,9.0,4.5,17.0
6922173676162,14.5,9.0,7.0
6922195416296,32.0,16.0,29.5
6922240288892,25.0,5.0,1.5
6922336921221,6.0,6.0,16.5
6922344223027,28.0,16.0,0.3
6922554566822,4.5,4.5,7.1
6922571256560,34.0,21.0,34.0
6922621700524,19.0,19.0,4.5
6922686417856,8.0,6.0,17.0
6923014219111,2.0,21.0,20.0
6923021036398,17.0,7.5,14.5
6923060085739,15.5,6.5,21.0
6923362990311,13.0,13.0,14.0
6923415099541,20.5,11.0,1.5
6923450006214,17.0,15.0,6.0
6923450006559,24.5,12.0,6.0
6923450252987,26.5,6.5,0.5
6923450600054,13.0,11.0,2.0
6923450600092,13.0,11.0,2.5
6923450601037,15.0,11.0,2.0
6923450606223,17.2,12.3,1.5
6923450606841,17.5,13.5,1.5
6923450606988,30.5,22.3,1.5
6923450650042,15.0,11.0,2.5
6923450652145,13.3,11.0,2.0
6923450652152,13.0,11.0,2.0
6923450656150,12.5,11.7,1.5
6923450656501,18.5,3.0,38.0
6923450656556,28.0,5.0,5.0
6923450664162,9.0,1.5,16.5
6923450690154,15.7,9.9,1.5
6923450991824,20.5,14.5,4.0
6923451002963,13.8,11.7,3.0
6923451681359,10.0,8.0,4.0
6923456781993,24.0,12.0,0.8
6923456782037,33.0,14.0,0.8
6923456903227,16.0,11.5,0.5
6923465700749,4.0,4.0,15.0
6923520530168,17.0,8.0,14.5
6923773200610,24.0,18.0,0.5
6923810151011,20.5,18.0,5.0
6923907026130,34.5,8.0,2.5
6924010089883,9.0,7.0,7.5
6924125151215,20.0,18.0,3.0
6924223138651,21.0,18.0,10.0
6924271681031,15.0,8.0,0.5
6924286852334,25.0,2.5,21.5
6924328701187,27.0,7.5,1.0
6924372603482,13.5,0.5,0.5
6924372610749,3.4,3.4,8.0
6924372621172,10.0,5.0,1.5
6924405509002,21.5,6.0,17.5
692452656326,41.0,33.0,0.6
6924537465245,28.5,21.5,0.5
6924561230383,22.0,22.0,1.0
6924851678635,18.5,4.0,4.0
6924872125156,19.0,13.0,3.0
6924918801655,31.0,23.8,8.0
6924918803277,33.5,24.0,1.0
6924918803291,33.5,23.5,1.0
6924918810008,30.0,23.0,0.3
6924918810039,30.0,21.0,1.5
6924918813474,48.0,2.0,2.0
6924918820007,30.0,23.0,0.4
6924918821103,30.0,23.5,0.3
6924918822124,32.0,24.0,1.0
6924918822223,31.0,30.5,0.2
6924918827372,34.0,24.0,4.0
6924918827419,32.0,4.0,34.0
6924918827426,32.0,4.0,34.0
6924918827440,31.0,30.5,0.2
6924918827976,33.0,24.5,3.0
6924918827983,34.0,24.5,3.0
6924918834943,13.0,6.0,1.0
6924918845154,30.0,23.5,0.3
6924918845710,32.5,25.0,1.5
6924918845758,32.0,24.0,1.0
6924918845888,7.5,3.5,19.0
6924918845895,31.0,22.0,1.5
6924918845932,31.0,22.0,1.5
6924918845949,33.0,3.5,24.0
6924918846014,24.0,17.0,1.0
6924918846779,43.5,33.0,2.5
6924918846953,32.0,23.5,1.0
6924918847547,38.0,33.0,1.0
6924918847721,45.0,22.0,0.5
6924918847752,35.5,27.5,0.3
6924918847905,34.0,14.5,1.0
6924918847912,34.0,14.5,0.3
6924918847929,32.5,12.5,0.3
6924918847981,24.0,17.0,1.0
6924918848308,34.0,24.0,1.0
6924918848490,26.5,17.5,0.3
6924918848506,23.5,17.5,0.3
6924918848636,32.5,25.0,0.2
6924918848667,32.5,25.0,0.3
6924918848674,32.5,25.0,0.5
6924918848698,32.5,25.0,0.3
6924918848704,32.0,25.0,0.5
6924918848711,33.5,25.0,0.3
6924918848728,32.5,25.0,0.3
6924918848735,32.5,25.0,0.3
6924918848896,20.0,8.0,1.0
6924918849329,31.0,24.0,1.5
6924918850011,30.0,23.0,0.2
6924918850141,31.0,24.0,1.5
6924918850455,31.0,23.0,0.8
6924918850462,31.0,23.0,0.8
6924918870002,23.0,17.0,1.5
6924918870026,38.5,8.5,2.0
6924918870033,35.0,5.5,2.0
6924918870057,34.0,15.0,1.0
6924918870088,22.0,14.0,0.5
6924918870125,18.0,12.5,0.5
6924918870194,31.0,2.0,1.0
6924918880704,34.0,26.0,0.5
6924977000228,20.0,13.0,1.5
6924998900545,15.0,14.0,5.0
6925275170033,10.0,10.5,3.0
6925464642235,28.0,9.0,1.5
6925487569861,10.0,10.0,1.5
6925629983104,70.5,4.5,2.0
6925750188034,21.0,8.0,3.0
6925783848622,23.0,14.0,5.0
6925886653215,16.0,10.0,3.0
6925942040058,14.0,9.5,1.5
6925951910069,34.5,8.0,2.5
6925977028885,20.0,6.5,4.5
6926140260620,20.0,19.0,4.0
6926161166147,23.0,4.0,2.0
6926323212514,7.5,7.5,13.0
6926455800405,18.0,8.5,4.0
6926614122188,19.0,10.0,1.0
6926654131256,57.5,6.0,3.5
6926863019048,17.0,3.0,17.5
6926863019062,29.0,3.0,18.0
6926863019086,13.0,3.0,17.3
6927057130310,39.0,9.0,3.0
6927203600025,19.0,2.5,2.5
6927266261072,14.0,4.5,17.0
6927486120746,34.0,8.5,9.0
6927486533683,36.5,8.5,5.0
6927725402923,42.0,30.0,0.4
6927733478521,26.0,12.5,3.5
6927784855111,34.0,16.5,4.0
6927792503042,17.5,10.8,3.0
6927792506012,52.0,45.0,5.0
6927792510200,48.0,8.0,8.0
6927792532004,23.0,20.0,3.5
6927792568034,23.5,11.0,4.0
6927972108142,22.0,16.0,2.0
6927972112026,31.0,22.5,1.7
6928094601306,22.5,10.0,2.0
6928158521076,20.0,9.5,3.0
6928457720071,28.0,20.0,10.0
6928667851114,15.5,8.5,3.0
6928667861519,12.5,7.0,2.0
6928667878319,11.0,8.5,2.0
6928769420058,22.0,14.5,2.0
6928801208040,14.0,14.0,48.0
6928835585582,13.0,8.5,2.0
6928928036335,39.5,22.0,15.0
6928967500026,13.5,8.0,1.5
6929123409214,11.0,1.2,10.5
6929123409221,11.0,1.2,10.5
6929421587096,14.0,8.0,1.0
6929511465303,11.0,7.5,18.0
6930130100582,19.5,12.5,0.5
6930130101114,20.0,14.0,0.3
6930254300073,30.5,3.0,21.0
6930300016019,18.0,4.0,0.3
6930358810232,16.0,2.5,2.0
6930377573156,2.0,0.6,7.8
6930464178622,7.0,7.0,13.0
6930560001114,28.0,16.0,4.5
6930600140032,15.0,6.5,2.0
6930600140100,12.0,4.0,3.0
6930600140117,11.5,3.5,4.0
6930600140148,14.0,5.0,4.0
6930600140193,5.0,5.0,5.0
6930663312971,21.3,14.7,1.0
6930673131807,26.0,19.0,0.3
6930673186081,26.0,19.0,0.3
6930819106072,16.5,16.5,2.0
6930852401714,8.0,8.0,1.5
6930878914571,8.0,8.0,20.0
6930953094068,5.2,5.2,15.5
6930958820228,15.0,10.0,3.0
6931347136944,25.6,17.5,2.0
6931431500255,25.0,6.5,31.5
6931431501535,30.0,22.5,1.5
6931431516195,30.0,16.0,5.5
6931431516218,29.0,6.0,15.5
6931431516324,29.0,16.5,2.0
6931431516331,29.0,16.5,2.0
6931431516355,28.0,15.0,2.5
6931431516393,21.0,21.0,2.0
6931576699999,55.0,26.0,50.0
6931601011116,5.0,4.5,21.5
6931693202928,24.3,22.5,3.5
6931693203086,19.0,10.0,2.0
6931717503055,13.0,8.0,1.0
6931717591014,18.0,6.0,0.2
6931717591021,12.0,5.6,0.2
6931752688137,4.0,4.0,7.0
6932413214689,36.0,12.0,2.5
6932471234162,9.0,6.5,12.0
693253043506,14.5,11.0,1.5
6932589179140,23.0,18.0,2.0
6932717101609,32.0,24.0,2.0
6932717101616,31.0,24.0,0.3
6932717130272,31.0,22.0,0.2
6932735719459,16.5,22.0,8.0
6932804577515,10.0,3.0,1.5
6932826602837,40.0,30.0,3.0
6933256637758,14.0,6.8,3.0
6933366601373,9.5,5.5,13.5
6933553300058,3.0,3.0,8.0
6933553339263,3.2,3.2,8.0
6933583666780,7.5,1.0,3.1
6933836100610,2.0,2.0,8.0
6933890311823,15.0,7.0,15.0
6933890312271,13.5,4.5,19.0
6933890313834,10.5,3.8,10.7
6933890358200,11.0,11.0,8.7
6933890358644,28.0,28.0,7.0
6933890362382,13.0,12.5,9.5
6933931711834,24.0,24.0,24.0
6933945800050,27.5,10.0,4.0
6934017609885,6.5,1.8,9.0
6934310160052,10.0,7.0,4.0
6934510539061,5.5,5.5,5.0
6934518600121,6.0,6.0,22.5
6934660127408,35.0,8.5,9.0
6934710171405,32.0,26.0,7.0
6934741703286,23.5,4.0,2.0
6934879500610,7.0,7.0,15.0
6934879500672,7.0,7.0,15.0
6934879501563,5.5,5.5,9.5
6935012120306,9.0,9.0,2.0
6935015584266,8.0,6.0,0.3
6935205300645,4.6,4.6,14.6
6935205301437,10.0,10.0,4.5
6935205304636,12.5,5.0,0.2
6935205304681,8.5,6.0,1.0
6935205304698,12.0,5.5,0.5
6935205381422,20.0,6.0,1.0
6935205392275,10.5,9.0,1.8
6935205392282,13.5,9.5,1.5
6935205395252,20.5,9.2,1.5
6935205395276,12.5,7.5,1.2
6935205398055,8.5,1.5,1.6
6935205399892,14.0,8.5,1.4
6935299380585,38.0,23.0,2.0
6935353840482,27.0,14.7,0.5
6935354389973,18.5,10.0,1.5
6935356598151,14.0,9.0,10.0
6935483001098,30.0,24.0,1.0
6935611563672,7.0,7.0,7.0
6935611563689,7.0,7.0,7.0
6935656889089,50.0,5.0,5.0
6935686678486,16.0,13.0,2.0
6935701452046,42.0,10.0,0.5
6935833659269,19.0,18.0,0.5
6935834002767,6.5,3.5,10.0
6935834002781,9.0,5.5,14.0
6935849235969,13.0,8.0,1.2
6935874715627,28.0,20.0,0.2
6935912711048,8.8,2.0,14.0
6935982019471,20.6,9.0,1.0
6935982019488,20.5,9.0,1.0
6935982019495,20.0,9.0,1.5
6936002320157,20.0,5.0,3.0
6936312024806,54.0,54.0,0.5
6936312026404,50.0,50.0,0.5
6936519608076,3.0,3.0,10.5
6936523121028,22.0,7.5,0.3
6936773100057,24.0,14.0,1.7
6937000676215,36.0,8.5,11.8
6937022358014,17.0,9.0,3.0
6937080033601,10.2,1.0,11.2
6937254564078,9.5,4.2,21.5
6937389704004,29.0,15.2,6.0
6937511254438,8.5,4.0,12.0
6937518705087,17.5,6.0,20.0
6937544313409,32.0,23.0,1.0
6937544314314,48.0,31.0,0.4
6937555525105,9.0,2.5,14.5
6937672300623,27.0,6.5,1.5
6937672301958,12.5,9.0,2.0
6937820190656,6.0,6.0,15.5
6938056263046,13.0,7.2,2.5
6938056279757,13.0,13.0,4.5
6938196001102,20.0,16.0,0.5
6938246205580,29.0,21.0,0.3
6938246209885,32.0,21.5,0.3
6938246209953,30.0,21.0,0.3
6938246236218,33.0,21.5,0.3
6938247104578,6.5,4.0,2.0
6938247109979,8.0,4.5,2.0
6938247112221,6.0,4.7,4.0
6938247191622,4.0,4.0,6.0
6938247191844,5.0,5.0,2.2
6938247196450,6.5,4.5,4.0
6938247196481,7.5,2.5,3.5
6938247197761,6.0,3.7,3.7
6938251400680,28.0,21.5,1.0
6938388101542,25.0,10.0,28.0
6938469328127,6.5,2.0,19.35
6938564200014,30.7,7.5,3.0
6938675263120,21.0,4.5,1.5
6938868686057,10.8,5.3,12.5
6939540008235,19.5,5.5,5.5
6939690600198,16.5,2.0,18.5
6939810720362,16.0,9.0,2.5
6939873500079,15.5,8.0,14.0
6939975410177,37.0,14.0,7.0
6939990280359,19.5,9.0,3.0
6939994822456,20.2,13.5,5.0
6940079103797,4.2,3.0,5.0
6940524000091,42.0,20.0,0.2
6940540081036,10.0,6.3,2.0
6940540081104,9.5,9.5,9.0
6940600860021,13.5,12.0,2.5
6941057400112,38.5,30.0,38.0
6941057402147,25.0,25.0,4.0
6941057402185,28.0,16.0,1.5
6941057403250,19.6,12.3,3.0
6941057403274,16.0,11.0,3.0
6941057450209,30.0,15.5,2.0
6941057452302,26.0,16.0,1.5
6941057452425,30.0,16.0,1.5
6941057456027,19.5,12.3,3.5
6941057457031,25.0,2.5,26.0
6941057458830,23.0,9.5,24.0
6941057459257,30.0,16.5,2.5
6941074083077,18.5,6.0,2.5
6941138131027,12.5,3.0,20.0
6941138131041,12.0,3.0,20.5
6941138131065,12.5,3.0,20.5
6941138172037,17.0,6.0,22.5
6941138172051,17.0,6.0,22.5
6941138191021,17.5,6.0,22.0
6941236260186,25.2,19.0,2.0
6941255019819,35.0,14.0,6.0
6941278420210,12.2,2.5,20.5
6941386643266,17.0,9.5,1.5
6941398554529,16.0,7.5,1.5
6941428783103,21.0,13.6,3.0
6941474705869,30.0,8.0,2.0
6941474708211,10.5,10.5,0.8
6941474708228,10.5,10.5,1.0
6941474714526,12.5,7.5,2.0
6941474714533,15.0,8.8,2.0
6941474714632,14.8,9.8,2.0
6941474715394,13.0,5.0,18.5
6941474715400,15.5,5.0,25.0
6941474717213,11.8,7.5,1.8
6941474717244,12.8,7.8,2.0
6941474717350,18.0,10.0,2.0
6941474717367,11.8,7.5,1.8
6941474719521,20.0,8.0,0.5
6941474719538,25.0,8.0,0.7
6941474719545,30.0,8.0,0.8
6941474719552,35.0,8.0,0.5
6941474719576,44.0,8.0,0.7
6941474719583,50.0,8.0,1.0
6941474719590,54.0,8.0,0.7
6941474719606,60.0,8.0,0.7
6941474719613,51.0,8.0,1.0
6941474719620,58.0,8.0,1.0
6941474719675,19.0,8.0,0.5
6941474719729,44.0,7.5,0.7
6941474719736,50.0,8.0,0.7
6941474719743,55.0,7.5,0.7
6941474719750,60.0,8.0,1.5
6941474719774,58.0,8.0,1.0
6941474719828,25.0,8.0,0.7
6941474719835,30.0,8.0,0.7
6941474719842,34.0,8.0,0.5
6941474719859,38.0,8.0,0.7
6941474719866,44.0,8.0,0.7
6941474719873,50.0,8.0,0.7
6941474719880,57.0,8.0,0.7
6941474719897,58.0,8.0,0.5
6941507548715,9.0,3.0,16.0
6941674227000,14.8,9.5,10.0
6941674227017,14.8,9.5,10.0
6941915682315,20.0,13.0,1.0
6942025361589,26.0,12.5,2.0
6942138900026,25.0,16.5,2.0
6942138900088,29.0,17.0,3.0
6942138900170,29.5,5.0,29.5
6942138900194,35.0,8.5,33.0
6942138900286,29.0,26.0,4.0
6942138900606,19.5,5.0,20.0
6942138900637,24.0,5.5,24.0
6942138900996,19.5,4.0,20.0
6942138901740,39.0,9.0,30.0
6942138903256,29.5,17.0,2.0
6942138903492,32.0,16.0,2.5
6942138909326,33.0,8.0,30.0
6942138910230,23.0,5.5,24.0
6942138910414,30.0,7.0,24.0
6942138913422,30.0,7.5,30.0
6942138913750,28.0,27.0,3.0
6942138914122,24.0,7.0,24.0
6942138917840,28.5,20.0,8.0
6942138917864,61.0,21.0,3.0
6942138919059,18.5,15.0,3.3
6942138919332,27.0,11.0,0.8
6942138919356,27.0,11.0,0.8
6942138920543,28.0,17.0,2.5
6942138921960,30.0,17.0,2.5
6942138925906,25.5,22.5,8.0
6942138925937,40.0,16.5,40.0
6942138926040,24.0,6.5,23.0
6942138926637,25.0,16.5,3.0
6942138928105,20.0,4.0,20.0
6942138929706,24.0,7.0,24.0
6942138930023,26.5,17.5,2.0
6942138930054,25.0,17.0,2.0
6942138930573,29.0,17.0,3.0
6942138930603,30.0,17.5,2.5
6942138930726,29.0,17.0,3.0
6942138934274,20.0,5.0,20.0
6942138936100,19.6,7.0,19.6
6942138937978,30.0,5.5,24.0
6942138938715,18.5,15.0,4.5
6942138938937,39.0,20.0,7.5
6942138939064,19.5,4.0,19.5
6942138939071,29.5,10.0,29.5
6942138939538,18.5,15.0,4.0
6942138940312,24.0,6.0,24.0
6942138940480,26.0,16.5,3.5
6942138949650,25.0,16.2,2.0
6942138949681,25.0,16.5,2.0
6942138949711,19.5,4.0,19.5
6942138949780,28.0,17.0,2.5
6942138949803,29.0,17.5,2.5
6942138949841,24.0,5.0,24.0
6942138949902,24.0,5.5,24.0
6942138951417,19.5,5.0,20.0
6942138951462,40.0,11.0,40.0
6942138967098,25.0,16.5,2.0
6942138967845,27.0,27.0,4.0
6942138968019,40.0,9.0,40.0
6942138981964,25.0,17.0,4.0
6942616010223,31.0,4.5,4.5
6942616010230,31.0,4.5,4.5
6942616010360,25.0,4.0,4.0
6942691220302,5.0,5.0,17.0
6942797400646,21.0,3.0,3.0
6942797403500,3.0,2.0,10.0
6942815010499,20.0,5.0,22.0
6942836720353,15.5,0.6,6.0
6942935340148,27.0,15.0,7.0
6942971508212,15.0,9.5,10.0
6942971508434,3.5,3.5,13.5
6942971508663,13.0,13.0,4.0
6942971508762,5.5,5.5,7.5
6942971508793,5.0,5.0,8.0
6942971509493,23.0,10.0,4.0
6942971509523,13.0,7.0,3.5
6942971509554,10.0,10.0,5.0
6943363636735,22.0,13.5,2.0
6943455200127,24.0,11.0,1.5
6943455200837,9.0,23.0,3.0
6943692440010,17.0,9.0,2.5
6943692470017,17.5,9.0,2.5
6943738910972,23.0,15.0,14.5
6943738913027,5.0,5.0,13.0
6943738914932,21.0,8.0,17.0
6943738916561,18.0,6.5,20.0
6943738928366,9.5,9.0,2.0
6943738929608,17.0,13.0,4.0
6943745621267,26.3,10.0,6.0
6944170018332,23.5,23.5,2.0
6944694021399,21.0,14.0,5.0
6945111129056,14.0,7.5,3.0
6945236888012,10.5,8.0,2.0
6945274448384,29.2,6.0,2.0
6945295800116,5.2,5.2,15.0
6945305620611,17.0,10.5,4.5
6945305620680,23.0,10.0,4.0
6945320198027,15.0,2.3,8.0
6945465030879,6.0,6.0,2.5
6945524523472,18.5,13.0,9.0
6945532606204,38.0,24.0,2.0
6945645645633,15.0,15.0,6.0
6945676410590,17.0,8.0,2.5
6945694054639,19.0,15.0,2.0
6945784154553,30.0,13.0,2.0
6945806509057,11.0,11.0,27.0
6945842192879,11.0,11.0,29.0
6946022300206,6.0,4.5,0.4
6946341001945,12.0,3.0,19.0
6946481600107,21.5,11.0,3.0
6946859291234,8.0,8.0,31.0
6947021900367,17.0,12.0,12.0
694704110143,16.0,4.0,20.0
694704110198,15.8,4.0,20.0
694704111010,30.0,22.0,3.0
694704111027,30.0,22.0,3.0
694704111034,30.0,22.0,3.0
694704111058,22.0,4.5,28.0
694704111126,26.5,22.0,3.0
694704111195,22.0,4.5,27.5
694704111201,22.0,4.5,27.5
694704111232,22.0,4.5,28.0
694704111256,22.0,4.5,28.0
694704111287,22.0,2.3,27.0
694704111294,22.0,2.3,27.0
694704112024,49.5,8.6,30.5
694704112048,49.5,6.3,30.5
694704113021,25.0,10.0,30.5
694704113717,29.5,3.0,27.5
694704113724,29.5,3.0,32.5
694704114028,21.5,10.5,2.1
694704114035,21.5,10.5,2.1
694704114042,21.5,11.0,2.1
694704114066,15.7,2.5,10.0
694704114080,17.0,15.0,1.0
694704114097,17.0,15.0,1.0
694704114165,10.5,7.5,20.5
694704114172,10.5,7.5,20.5
694704114714,15.5,4.0,28.0
694704115131,19.0,7.0,7.0
694704115148,18.0,7.0,7.0
694704115186,8.0,8.0,15.5
694704115261,6.0,6.0,6.0
694704115285,6.0,6.0,6.0
694704115308,6.0,6.0,6.0
694704115391,22.0,4.5,27.5
694704115476,24.5,4.5,1.5
694704115490,10.5,4.5,1.5
694704115537,24.5,4.5,1.5
694704115551,10.5,10.5,2.5
694704115568,10.5,10.5,2.5
694704115599,10.5,10.5,2.5
694704115629,10.5,10.5,2.5
694704115643,8.0,5.5,8.0
694704115650,8.0,5.5,8.0
694704115667,8.0,5.5,8.0
694704115728,20.0,9.2,1.0
694704115742,20.5,9.1,1.0
694704115759,20.5,9.0,1.0
694704115773,15.0,10.0,1.0
694704115780,15.5,10.0,1.5
6947731000227,16.5,10.7,4.0
6947770600822,22.6,15.0,1.5
6947770605681,11.5,11.5,3.0
6947770606251,19.0,19.0,1.0
6947860500155,13.0,8.0,1.0
6947860511038,3.5,3.0,12.0
6947860523130,7.5,7.0,1.0
6948061920803,57.0,19.5,26.5
6948416133780,16.5,16.5,1.3
6948812900191,23.5,1.5,35.5
6948833604030,10.0,2.5,16.5
6949107589107,49.0,8.5,8.5
6949392945824,2.5,2.0,8.5
6949543100027,13.5,9.0,7.0
6949585588487,23.0,15.0,2.0
6949757060537,26.0,18.0,13.5
6949757060582,26.0,8.5,13.0
6949757060599,39.0,26.0,17.0
6949757063170,21.5,15.0,12.0
6949757063316,39.0,26.0,16.0
6949757068878,17.5,14.0,5.0
6949757160282,21.0,15.5,12.0
6949777600126,5.5,5.5,7.8
6949876514058,18.5,6.0,2.5
6949876514065,24.0,1.5,4.0
6949905231543,29.0,9.0,1.5
6949905293879,26.5,14.0,3.0
6949905294173,5.5,3.0,14.0
6949905294180,5.5,3.0,14.5
6949905294234,5.5,3.0,14.5
6949905294258,5.5,3.0,14.5
6949905294296,5.5,3.0,14.0
6949905294326,5.5,4.0,14.5
6949905294340,5.5,3.0,14.5
6949905294968,26.0,11.0,2.0
6949905294982,28.0,19.2,3.0
6949905294999,28.0,12.5,1.0
6949905297334,21.0,3.0,15.0
6949936425225,5.2,2.5,9.0
6949936459831,8.5,8.5,2.5
6949936459954,5.2,2.5,7.5
6949936494115,5.2,2.1,9.0
6950015100469,28.0,28.0,8.0
6950030210051,20.0,6.0,1.5
6950190319519,27.0,20.0,0.5
6950190528065,20.0,14.0,0.3
6950234150023,4.2,4.2,2.0
6950549601029,21.5,8.0,3.0
6950607020458,45.0,20.0,1.5
6950607040500,50.0,1.5,40.0
6950699502498,28.0,9.7,2.0
6950865402331,6.5,6.5,1.5
6950865402638,6.5,6.0,1.0
6951572901278,20.5,4.6,0.8
6951572901308,30.8,19.0,1.0
6951572904842,24.5,11.3,1.5
6951572904859,24.5,11.5,1.3
6952024903505,14.5,10.0,8.5
6952311445152,27.5,20.0,4.5
6952364782198,21.5,9.8,5.5
6952389955836,16.5,8.5,0.2
6952389955843,16.0,9.0,0.2
6952425254695,6.0,6.0,37.0
6952425254701,13.0,6.0,35.0
6952445445813,17.0,10.5,4.0
6952487125001,6.0,6.0,27.0
6952533200362,26.5,17.0,7.0
6952938778985,24.0,10.0,1.5
6953003572033,21.5,16.5,0.3
6953507745018,20.0,14.0,0.3
6953507745049,20.0,14.0,0.3
6953548745664,32.0,5.0,5.0
6953567256417,7.0,6.0,36.0
6953571201106,16.5,8.0,2.0
6953571201199,7.2,1.5,15.5
6953571201274,7.2,1.5,15.5
6953571201779,16.0,7.2,1.5
6953571202660,16.5,12.0,1.0
6953571205074,15.0,12.0,1.0
6953571207047,15.0,12.0,1.0
6953571207054,15.5,12.0,1.0
6953665983000,6.0,6.0,14.0
6953879480401,13.0,8.0,2.5
6953962799717,11.5,7.0,28.0
6954147205467,22.0,22.0,35.0
6954326320165,19.0,10.0,4.5
6954485963319,9.0,6.0,8.0
6954575176841,31.0,10.0,5.5
6954706412671,8.2,2.0,14.0
6954725630216,10.5,8.0,2.0
6954850051467,16.0,7.5,15.0
6954869432202,18.0,13.5,2.0
6954877516642,8.5,8.0,2.0
6954883215928,16.5,7.0,0.7
6954919265866,11.5,5.0,1.5
6955000800027,23.0,15.0,0.5
6955114840278,21.0,14.5,1.5
6955194208463,21.0,3.0,28.0
6955211252424,18.0,18.0,6.0
6955265600738,19.0,4.5,9.0
6955265601643,48.0,6.5,31.0
6955265602695,12.5,4.5,13.0
6955265603029,20.5,4.5,9.5
6955265603272,18.0,4.5,11.5
6955265603425,22.0,4.5,14.0
6955265603623,22.0,4.5,14.0
6955265603784,52.0,6.5,34.0
6955265603845,35.0,6.5,25.0
6955265603876,41.0,6.5,30.0
6955265603890,22.0,4.5,14.0
6955265603906,22.0,4.5,14.0
6955265603913,22.0,4.5,14.0
6955265603920,22.0,4.5,14.2
6955265603944,37.0,6.5,27.5
6955265604002,31.5,5.0,19.0
6955265604194,62.0,8.0,40.0
6955265604514,35.0,6.5,25.0
6955265604637,27.0,5.0,16.0
6955265604675,32.5,6.0,22.0
6955265604835,27.0,5.0,16.0
6955265604842,27.0,5.0,16.0
6955265604859,27.0,5.0,16.0
6955265604866,27.0,5.0,16.0
6955265604873,35.0,6.5,25.0
6955265604880,35.0,6.5,25.0
6955265604897,35.0,6.5,25.0
6955265604903,35.0,6.5,25.0
6955265604910,35.0,6.5,25.0
6955265604927,43.0,6.5,31.5
6955265604941,56.0,7.0,36.0
6955265605092,20.5,4.5,9.5
6955265605757,41.0,7.0,30.0
6955265605924,30.0,5.0,17.5
6955265605931,30.0,5.0,17.5
6955265605948,30.0,5.0,17.5
6955265605955,30.0,5.0,17.5
6955265605962,32.5,6.0,22.0
6955265605979,32.5,6.0,22.0
6955265605986,32.5,6.0,22.0
6955265605993,32.5,6.0,21.5
6955265606006,37.0,6.5,27.5
6955265606013,37.0,6.5,27.5
6955265606020,37.0,6.5,27.5
6955265606051,41.0,6.5,30.0
6955265606068,52.0,6.5,34.0
6955265606075,52.0,6.5,34.0
6955265606129,37.0,6.5,27.5
6955265606136,37.0,6.5,27.5
6955265606143,37.0,6.5,27.5
6955265606150,52.0,6.5,34.0
6955265606167,52.0,6.5,34.0
6955265606280,17.0,17.0,18.0
6955265606297,30.0,26.0,24.0
6955265606303,32.0,20.0,27.0
6955265606488,27.0,5.0,16.0
6955265606495,27.0,5.0,16.0
6955265606501,35.0,6.5,25.0
